# utc_iso elapsed_s log_bytes log_lines last_signal
2026-05-17T22:19:33Z 60 3190 79 [M6 2026-05-17T22:18:40Z] copy Alpine Rust runtime to tmpfs: /opt/tgoskits/.m6-work/alpine-rust 
2026-05-17T22:20:33Z 120 4474 98 [M6 2026-05-17T22:20:01Z] restore cargo target checkpoint from /opt/tgoskits/.m6-checkpoints/target.tar 
2026-05-17T22:21:33Z 180 5616 113 [M6 2026-05-17T22:20:54Z] [3] start pass1 starryos (generate linker.x) 
