# utc_iso elapsed_s log_bytes log_lines last_signal
2026-05-17T23:40:48Z 61 3190 79 [M6 2026-05-17T23:39:55Z] copy Alpine Rust runtime to tmpfs: /opt/tgoskits/.m6-work/alpine-rust 
2026-05-17T23:41:48Z 121 3190 79 [M6 2026-05-17T23:39:55Z] copy Alpine Rust runtime to tmpfs: /opt/tgoskits/.m6-work/alpine-rust 
2026-05-17T23:42:49Z 182 4474 98 [M6 2026-05-17T23:42:40Z] restore cargo target checkpoint from /opt/tgoskits/.m6-checkpoints/target.tar 
