# utc_iso elapsed_s log_bytes log_lines last_signal
2026-05-17T19:22:22Z 61 3190 79 [M6 2026-05-17T19:21:29Z] copy Alpine Rust runtime to tmpfs: /opt/tgoskits/.m6-work/alpine-rust 
2026-05-17T19:23:23Z 122 3190 79 [M6 2026-05-17T19:21:29Z] copy Alpine Rust runtime to tmpfs: /opt/tgoskits/.m6-work/alpine-rust 
2026-05-17T19:24:23Z 182 4086 95 [M6 2026-05-17T19:24:21Z] [1] inspect tgoskits tree 
2026-05-17T19:25:25Z 243 4474 98 [M6 2026-05-17T19:24:24Z] restore cargo target checkpoint from /opt/tgoskits/.m6-checkpoints/target.tar 
2026-05-17T19:26:24Z 303 5172 107 [M6 2026-05-17T19:25:33Z] [2] start cargo build -p starry-kernel (lib)  
2026-05-17T19:27:26Z 365 5172 107 [M6 2026-05-17T19:25:33Z] [2] start cargo build -p starry-kernel (lib)  
