# utc_iso elapsed_s log_bytes log_lines last_signal
2026-05-17T22:13:30Z 62 3190 79 [M6 2026-05-17T22:12:35Z] copy Alpine Rust runtime to tmpfs: /opt/tgoskits/.m6-work/alpine-rust 
2026-05-17T22:14:31Z 123 3190 79 [M6 2026-05-17T22:12:35Z] copy Alpine Rust runtime to tmpfs: /opt/tgoskits/.m6-work/alpine-rust 
2026-05-17T22:15:31Z 183 4474 98 [M6 2026-05-17T22:14:50Z] restore cargo target checkpoint from /opt/tgoskits/.m6-checkpoints/target.tar 
